Gene.name	P12955_161	P12955_162	P12955_169	P12955_170	P12955_177	P12955_178	P12955_185	P12955_186
OLFM1	0.387603	0.0458386	0	0	0	0	0	0.368605399657
OLFM2	0.374559	0.322321	0.2455	0	0.426967	0.21812	0.0862998	0.0834915446416
OLFM3	0	0	0	0	0	0	0	0
OLFM4	0	0	0	0.0326547	0	0	0	0
OLFML1	0.3800934	0.145368	0.604886	0.236498	0.0890666	0.184586	0.145429	0.0462779
OLFML2A	0.31962	0.285344	0.369234	0.342474	0.0801095	0.34050227	0.217524	0.314111
OLFML2B	0.0460115	0.1566129	0.142031	0.0354724	0.0929437	0.192252	0.1336874	0.0544445
OLFML3	6.36082	5.09047	6.98924	4.284484	5.73706	6.164858	6.39193	6.10725
OLIG1	0	0	0	0	0	0	0	0
OLIG2	0	0	0	0	0	0	0	0
OLIG3	0	0	0	0	0	0	0	0
OLR1	0.374263	0.3607555	0	0.5218286	0	0	1.0671836	0
OMA1	9.608799	11.06451	11.024831	13.745219	13.1236	12.291442	14.477136	15.274678
OMD	0.060693	0	0	0	0	0	0.055938	0
OMG	0	0	0.0901508	0	0	0	0	0
OMP	0	0	0	0	0.846566	0	0	0
ONECUT1	2.2427	2.30612	3.83682	2.615	1.97073	3.3563	2.22291	1.41043
ONECUT2	2.71743	2.42356	3.60928	3.82754	2.64481	3.04861	2.64196	2.96217
ONECUT3	0.0672476	0.103137	0.156486	0.108173	0.118034	0.0392394	0.0644744	0.105116
OOEP	0	0	0.210426	0.118438	0	0	0	0
OOSP1	0	0	0	0	0	0	0	0
OOSP2	0	0	0	0	0	0	0	0
OOSP3	0	0	0	0	0	0	0	0
OOSP4A	0	0	0	0	0	0	0	0
OOSP4B	0	0	0	0	0	0	0	0
OPA1	18.2821814889236	21.3180510014397	29.45159	25.6749375	20.3160235360155	28.091338468	13.944237	25.79432
OPA3	10.40446	8.294932	10.09008	11.1351	8.62936	9.6009	11.16771	7.45454
OPALIN	0	0	0	0	0	0	0	0
OPCML	0	0	0	0	0	0	0	0
OPHN1	1.60408	2.614	2.0105	2.17377	1.18307	1.95451	2.00779	1.91951
OPLAH	18.64496	17.14164	19.08346	15.23352	16.000715	14.78923	15.44209	14.54293
OPN1LW	0	0	0	0	0	0	0	0
OPN1MW	0	0	0	0	0	0	0	0
OPN1MW2	0	0	0	0	0	0	0	0
OPN1MW3	0	0	0	0	0	0	0	0
OPN1SW	2.0087	2.54799	2.85528	1.50634	2.36596	1.07539	2.99023	3.94678
OPN3	1.23131	1.50648	1.39102	2.14765	3.0781	2.3801	1.67811	2.6283
OPN4	0	0	0	0	0	0	0	0
OPN5	0	0	0	0	0	0	0.0399275	0
OPRD1	0.166035	0.113465	0.161571	0.26441229	0.101759	0.226107	0.128251	0.170896
OPRK1	0	0	0.10599	0	0	0	0.0280798	0
OPRL1	0.315083	0	0.2655	0.308494	0	0.647972	0.340767	0.365949
OPRM1	0	0.051031	0	0.038616	0.202858	0.0790397	0.110097	0.119234
OPRPN	0	0	0	0	0	0	0	0
OPTC	0	0	0	0	0	0	0	0
OPTN	31.595297001817	38.94743	31.902824236	33.81123	22.47091507	34.589023453	25.728537453	29.3758849
OR10A2	0	0.065685	0	0	0	0.039392	0.0246287	0.0479125
OR10A3	0.0286294	0.0643518	0.0319999	0.0554096	0.0473747	0.16251	0.0513976	0.0982146
OR10A4	0	0	0	0	0	0	0	0
OR10A5	0	0	0	0	0	0	0	0
OR10A6	0.0231920841445	0.026289543665	0.06654350483	0.045229592929	0.03922034213	0.013569498164	0.042752347957	0.05103344109
OR10A7	0	0	0	0	0	0	0	0
OR10AD1	0	0	0	0	0	0	0	0
OR10AG1	0	0	0	0	0	0	0	0
OR10C1	0	0	0	0	0	0	0	0
OR10D3	0	0	0	0	0	0	0	0
OR10G2	0	0	0	0	0	0	0	0
OR10G3	0.343683	0	0.197003	0	0	0	0	0
OR10G4	0.163065	0.209015	0.144163	0.100129	0.326952	0.250619	0.182353	0
OR10G6	0	0	0	0	0	0	0	0
OR10G7	0	0	0	0	0	0	0	0
OR10G8	0	0	0	0	0	0	0	0
OR10G9	0	0	0	0	0	0	0	0
OR10H1	0.145255	0.31834	0.187259	0.32131	0.406405	0.359908	0.456079	0.210033
OR10H2	0	0	0	0	0	0	0	0
OR10H3	0	0	0	0	0	0	0	0
OR10H4	0	0	0	0.069507	0	0	0	0
OR10H5	0.1657	0.110934	0.172626	0.258379	0.127992	0.217533	0.132974	0.113834
OR10J1	0.1653	0.124824	0.0473896	0.118032	0	0.106556	0.0765658	0.0364655
OR10J5	0	0	0	0	0	0	0	0
OR10K1	0.227561	0.259236	0.254006	0.332193	0.111512	0.380734	0.12541	0.25054
OR10K2	0	0.038348	0	0	0	0	0	0
OR10P1	0	0	0	0	0	0	0	0
OR10Q1	0	0	0	0	0	0	0	0
OR10R2	0	0	0	0	0	0	0	0
OR10S1	0	0	0	0	0	0	0	0
OR10T2	0	0	0	0	0	0	0	0
OR10V1	0	0	0	0	0	0	0	0
OR10W1	0	0	0	0	0	0	0	0
OR10X1	0	0	0	0	0	0	0	0
OR10Z1	0	0.0167389	0	0.0143065	0	0	0.0204314	0
OR11A1	0.00841773	0.0126818	0.00994693	0	0	0.00982119	0	0
OR11G2	0	0.0360034	0	0.0516357	0	0.0447959	0	0
OR11H1	0	0	0	0	0	0	0	0
OR11H12	0	0	0	0	0	0	0	0
OR11H2	0	0	0	0	0	0	0	0
OR11H4	0	0	0	0	0	0	0	0
OR11H6	0	0	0	0	0	0	0	0
OR11L1	0	0	0	0	0	0	0	0
OR12D2	0	0	0	0	0	0	0	0
OR12D3	0	0	0	0	0	0	0	0
OR13A1	0	0	0	0	0	0	0	0
OR13C2	0	0	0	0	0	0	0	0
OR13C3	0	0	0	0	0	0	0	0
OR13C4	0	0	0	0	0	0	0	0
OR13C5	0	0	0	0	0	0	0	0
OR13C8	0	0	0	0	0	0	0	0
OR13C9	0	0	0	0	0	0	0	0
OR13D1	0	0	0	0	0	0	0	0
OR13F1	0	0	0	0	0	0	0	0
OR13G1	0	0	0	0	0	0	0	0
OR13H1	0	0	0	0	0	0	0	0
OR13J1	0	0	0	0	0	0	0	0
OR14A16	0	0	0	0	0	0	0	0
OR14A2	0	0	0	0	0	0	0	0
OR14C36	0	0	0	0	0	0	0	0
OR14I1	0	0	0	0	0	0	0	0
OR14J1	0.387022	0.272129	0.673521	0.699805	0.350575	0.449773	0.297518	0.463868
OR14K1	0	0	0	0	0	0	0	0
OR1A1	0.806982	0.552601	0.627133	0.681079	0.34819	0.845448	0.359095	0.710247
OR1A2	0	0	0	0	0	0	0	0
OR1B1	0	0	0	0	0	0	0	0
OR1C1	0	0	0	0.0249653	0	0	0	0.0340098
OR1D2	0.1740475	0.3722644	0.3663042	0.1684997	0.1471987	0.1391259	0.2406203	0.1041497
OR1D5	0	0	0	0	0	0	0	0
OR1E1	0	0	0	0	0	0	0	0
OR1E2	0	0	0	0	0	0	0	0
OR1F1	0	0.140284	0.867608	0.122088	0.639003	0.217025	0.518363	0
OR1G1	0	0	0	0	0	0	0	0
OR1I1	0.103007	0.179427	0.216916	0.335289	0.282839	0.25152	0.188187	0.209871
OR1J1	0	0	0	0	0	0	0	0.168226
OR1J2	0	0	0	0	0	0	0	0
OR1J4	0	0	0	0	0	0	0	0
OR1K1	0	0	0	0	0	0	0	0
OR1L1	0	0	0	0	0	0	0	0
OR1L3	0	0	0	0	0	0	0	0
OR1L4	0	0	0	0	0	0	0	0
OR1L6	0	0	0	0	0	0	0	0
OR1L8	0.0763889	0	0	0	0.127131	0	0	0.0660029
OR1M1	0.309859	0.245463	0.210548	0.370802	0	0.0877465	0.108473	0
OR1N1	0	0	0	0	0	0	0	0
OR1N2	0	0	0	0	0	0	0	0
OR1Q1	0	0	0	0	0	0	0	0
OR1S1	0	0	0	0	0	0	0	0
OR1S2	0	0	0	0	0	0	0	0
OR2A1	0	0.0231952	0	0.0481261	0	0	0	0
OR2A12	0.137518	0	0	0	0	0	0.0158093	0
OR2A14	0	0	0	0	0	0	0	0
OR2A2	0	0	0	0	0	0	0	0
OR2A25	0.228565524	0.14532487	0	0	0	0	0	0
OR2A4	0	0	0	0.056967	0	0.102501	0.243238	0
OR2A42	0.033523	0	0	0	0	0	0	0
OR2A5	0.0251374	0.0130687	0.0284073	0.0709448	0.0567766	0.0301418	0.0384739	0.0222542
OR2A7	0	0.0829633	0	0	0	0	0	0
OR2AE1	0	0	0	0	0	0	0	0
OR2AG1	0	0	0.0229165	0	0	0	0	0
OR2AG2	0	0.02551932	0	0	0.114375	0	0.0632668	0
OR2AJ1	0	0	0	0	0	0	0	0
OR2AK2	0	0	0	0	0	0	0	0
OR2AP1	0	0.316044	0.121384	0	0	0	0	0
OR2AT4	0.283552	0.0883925	0.176233	0.355191	0.254757	0.215166	0.231105	0.199875
OR2B11	0	0	0	0	0.0747899	0	0.129175	0
OR2B2	0	0	0	0	0	0	0	0
OR2B3	0	0	0	0	0	0	0	0
OR2B6	0.187507	0.140284	0	0	0	0	0	0
OR2C1	0	0	0	0	0	0	0	0
OR2C3	0.0412689786	0.0156032539	0	0.0132969503	0	0	0.0190192561	0
OR2D2	0	0	0	0	0	0	0	0
OR2D3	0	0	0	0	0	0	0	0
OR2F1	0.1557613	0	0	0	0.0496432	0	0	0
OR2F2	0	0	0	0	0	0	0	0
OR2G2	0	0	0	0	0	0	0	0
OR2G3	0	0	0	0	0	0	0	0
OR2G6	0.0752053	0.102949	0.114221	0.0854552	0.04326	0	0.176255	0.124648
OR2H1	0	0	0	0	0	0	0	0
OR2H2	0	0	0	0.0616213	0	0	0	0.0418927
OR2I1P	0	0	0	0	0	0	0	0
OR2J1	0	0	0	0	0	0	0	0
OR2J2	0.124573	0	0	0.0415085	0	0	0.0574064	0.054809
OR2J3	0	0	0	0	0	0	0.112867	0
OR2K2	0	0	0	0	0	0	0	0
OR2L13	0	0	0	0	0	0	0	0
OR2L2	0.260386	0.225275	0.446155	0.4848	0.49535	0.683259	0.2812	0.737607000380607
OR2L3	0.105193	0	0.060449600636293	0.033992000456312	0	0	0	0
OR2L5	0	0.0461489	0.0704157	0.118796	0	0	0	0
OR2L8	0	0	0	0	0	0	0	0
OR2M2	0	0	0	0	0	0	0	0
OR2M3	0.318105	0.30482	0.341209	0.323283	0.211021	0.306814	0.200154	0.204963
OR2M4	0.118388	0.0895966	0.0277543	0.189749	0	0.0278547	0.159475	0.235743
OR2M5	0	0	0	0	0	0	0	0
OR2M7	0	0	0	0	0	0	0	0
OR2S2	0	0	0	0	0	0	0	0
OR2T1	0	0	0	0	0	0	0	0
OR2T10	0	0	0	0.0264826	0	0	0	0
OR2T11	0	0.0575011	0	0	0	0	0	0.0335498
OR2T12	0.0259732	0.159958	0.177112	0.146966	0.134402	0.312252	0.0270244	0.0777529
OR2T2	0	0	0	0	0	0	0	0
OR2T27	0	0	0	0	0	0	0	0
OR2T29	0	0	0	0	0	0	0	0
OR2T3	0	0	0	0	0	0	0	0
OR2T33	0.0735801	0.0565366	0.0429714	0.0960339	0	0.0451901	0.144415	0.161762
OR2T34	0	0	0	0	0	0	0	0
OR2T35	0	0	0	0	0	0	0	0
OR2T4	0	0	0	0	0	0	0	0
OR2T5	0	0	0	0	0	0	0	0
OR2T6	0	0.022945	0	0	0	0	0	0
OR2T8	0	0	0	0	0	0	0	0
OR2V1	0.122819	0.0464713	0.0714864	0.0403088	0	0	0.0565983	0.273099
OR2V2	0	0	0.0740084	0.0953944	0.0544811	0.0392535	0.0630367	0.0432352
OR2W1	0	0	0	0	0	0	0	0
OR2W3	0	0	0	0	0	0	0	0
OR2Y1	0	0	0	0	0	0	0	0
OR2Z1	0	0	0	0	0	0	0	0
OR3A1	0	0	0	0	0	0	0	0
OR3A2	0.151567	0.0632693	0	0.0981695	0.127098	0.262541	0.207309	0.076785
OR3A3	0.039172	0.0316839	0.0435167	0.139952	0.0640335	0.0443498	0.0348668	0.106728
OR4A15	0	0	0	0	0	0	0	0
OR4A16	0	0	0	0	0	0	0	0
OR4A47	0	0	0	0	0	0	0	0
OR4A5	0	0	0	0	0	0	0	0
OR4B1	0	0	0	0	0	0	0	0
OR4C11	0	0	0	0	0	0	0	0
OR4C12	0	0	0	0	0	0	0	0
OR4C13	0	0	0	0	0	0	0	0
OR4C15	0	0	0	0	0	0	0	0
OR4C16	0	0	0	0	0	0	0	0
OR4C3	0	0	0	0	0	0	0	0
OR4C46	0	0	0	0	0	0	0	0
OR4C5	0	0	0	0	0	0	0	0
OR4C6	0	0	0	0	0	0	0	0
OR4D1	0.0287483	0.0451856	0	0.0185556	0	0	0.0820674	0
OR4D10	0	0	0	0	0	0	0	0
OR4D11	0	0	0	0	0	0	0	0
OR4D2	0	0	0	0	0	0	0	0
OR4D5	0	0	0	0	0	0	0	0
OR4D6	0	0	0	0	0	0	0	0
OR4D9	0.089806649209	0.15379803572	0.153202433287	0.243286817034	0.30636522161	0.196818857098	0.077896421235	0.125793969346
OR4E1	0	0.0295583	0.132333	0	0	0	0	0.0338515
OR4E2	0	0	0	0	0.0869315	0	0	0.0451705
OR4F15	0	0	0	0	0	0	0	0.0630886
OR4F16	0.116448	0.217961	0.13462	0.189416	0	0.151756	0.160963	0.102588
OR4F17	0	0	0	0	0	0	0	0
OR4F21	0	0	0	0	0	0.151756	0	0
OR4F29	0.116448	0.217961	0.13462	0.189416	0	0.151756	0.160963	0.102588
OR4F3	0.116448	0.217961	0.13462	0.189416	0	0.151756	0.160963	0.102588
OR4F4	0	0	0	0	0	0	0	0
OR4F5	0	0	0	0	0	0	0	0
OR4F6	0	0	0	0	0	0	0	0
OR4K1	0	0	0	0	0	0	0	0
OR4K13	0.0247703	0.0748087	0	0.0643461	0	0	0.0686225	0.0217742
OR4K14	0	0	0	0	0	0	0	0
OR4K15	0	0	0	0	0	0	0	0
OR4K17	0.150318	0.235785	0.20086	0.174736	0.0490358	0.136486	0.108316	0.185965
OR4K2	0	0	0	0	0	0	0	0
OR4K5	0	0	0	0	0	0	0	0
OR4L1	0	0	0	0	0	0	0	0
OR4M1	0	0	0	0	0	0	0	0
OR4M2	0	0	0	0	0	0	0	0
OR4N2	0	0	0	0	0	0	0	0
OR4N4	0	0	0	0	0	0	0	0
OR4N5	0	0	0	0	0	0	0	0
OR4P4	0	0.0627442	0	0	0	0	0	0
OR4Q3	0	0	0.160304	0.135034	0	0.0811438	0.0641082	0
OR4S1	0	0	0	0	0	0	0	0
OR4S2	0	0	0	0	0	0	0	0
OR4X1	0	0	0	0	0	0	0	0
OR4X2	0	0	0	0	0	0	0	0
OR51A2	0	0	0	0	0	0	0	0
OR51A4	0	0	0	0	0	0	0	0
OR51A7	0	0	0	0	0	0	0	0
OR51B2	0	0	0	0	0	0	0	0
OR51B4	0	0	0	0.123647	0	0	0.174971	0.334606
OR51B5	0.18829	0	0	0.36781	0	0.43584	0	0
OR51B6	0	0	0	0	0	0	0	0
OR51C1P	0	0	0	0	0	0	0	0
OR51D1	0	0	0.0468505	0	0.137333	0.0984028	0	0
OR51E1	0	0.0374738	0	0	0	0	0	0
OR51E2	0	0	0	0.041021	0	0.0660472	0.105192	0
OR51F1	0	0	0	0	0	0	0	0
OR51F2	0	0	0	0	0	0	0	0
OR51G1	0	0	0	0	0	0	0	0
OR51G2	0	0	0	0	0	0	0	0
OR51I1	0	0	0	0	0	0	0	0
OR51I2	0	0	0	0	0	0	0	0
OR51L1	0	0.0144358	0	0	0	0	0	0
OR51M1	0	0	0	0	0	0	0	0
OR51Q1	0	0	0	0	0	0	0	0
OR51S1	0	0	0	0	0	0	0	0
OR51T1	0	0	0	0	0	0	0	0
OR51V1	0	0	0	0	0	0	0	0
OR52A1	0.10653	0.190577	0.199968	0.258115	0.126859	0.224709	0.137886	0.120895
OR52A5	0	0	0	0	0	0	0	0
OR52B2	0	0	0	0	0	0	0	0
OR52B4	0	0	0	0	0	0	0	0
OR52B6	0	0	0	0	0	0	0	0
OR52D1	0	0	0	0	0	0	0	0
OR52E2	0	0	0	0	0	0	0	0
OR52E4	0.148819	0.187026	0.114009	0.128319	0	0.321737	0.229671	0
OR52E5	0	0	0	0	0	0	0	0
OR52E6	0	0	0	0	0	0	0	0
OR52E8	0	0	0	0	0	0	0	0
OR52H1	0	0	0	0	0	0	0	0
OR52I1	0.0991426	0.112401	0	0.163663	0	0	0	0.111233
OR52I2	0	0	0	0	0	0	0	0
OR52J3	0	0	0	0	0	0	0	0
OR52K1	0.139271	0.147205	0.128075	0.107862	0.282687	0.317889	0.082923	0.122508
OR52K2	0	0	0	0	0	0	0	0
OR52L1	0	0	0	0	0	0	0	0
OR52M1	0	0	0	0	0	0	0	0
OR52N1	0.333325	0.148212	0.32276	0.127736	0	0	0	0
OR52N2	0	0	0	0	0	0	0	0
OR52N4	0	0	0	0	0	0	0	0
OR52N5	0	0	0	0	0	0	0	0
OR52R1	0	0	0	0	0	0	0	0
OR52W1	0	0	0	0	0	0	0	0
OR56A1	0.0187549	0.0284444	0.0444141	0.0424095	0	0	0	0.0289155
OR56A3	0	0	0	0	0	0	0	0
OR56A4	0.16274	0.126714	0.393531	0.264052	0.316689	0.0821665	0.142187	0.104018
OR56A5	0	0	0	0	0	0	0	0
OR56B1	0	0	0	0	0	0	0	0
OR56B4	0	0	0	0	0	0	0	0
OR5A1	0.178948	0.0754942	0.115668	0.147467	0.0586784	0.217695	0.104491	0.127972
OR5A2	0.04439646	0.0803123	0.05090999	0.0795793	0.176017	0.120855	0.0572874	0.0938143
OR5AC2	0	0	0	0	0	0	0	0
OR5AK2	0	0	0	0	0	0	0	0
OR5AN1	0.0546329	0.0137565	0.0208956	0	0	0	0	0.0320349
OR5AP2	0	0	0	0	0	0	0	0
OR5AR1	0	0	0	0	0	0	0	0
OR5AS1	0.261547	0.403035	0.369645	0.677691	0.59694	0.578208	0.358695	0.526489
OR5AU1	0.163297	0.154819	0.0453643	0.128434	0.200022	0.122906	0.0525184	0.142266
OR5B12	0	0	0	0	0	0	0	0
OR5B17	0	0	0	0	0	0	0	0
OR5B2	0	0	0	0	0	0	0	0
OR5B21	0	0	0	0	0	0	0	0
OR5B3	0	0	0	0	0	0	0	0
OR5BS1P	0	0	0	0	0	0	0	0
OR5C1	0	0	0	0	0	0	0	0
OR5D13	0	0	0	0	0	0	0	0
OR5D14	0	0	0	0	0	0	0	0
OR5D16	0	0	0	0	0	0	0	0
OR5D18	0	0	0	0	0	0	0	0
OR5D3P	0	0	0	0	0	0	0	0
OR5F1	0	0	0	0	0	0	0	0
OR5H1	0.0234049	0.0176747	0.0540901	0.0151018	0	0	0	0
OR5H14	0.0576049	0.072896	0.110427	0.0382014	0.0323617	0.0449911	0.0540545	0.0673278
OR5H15	0	0	0	0	0	0	0	0
OR5H2	0	0	0	0	0	0	0	0
OR5H6	0	0	0	0	0	0	0	0
OR5I1	0	0	0	0	0	0	0	0
OR5J2	0	0	0	0	0	0	0	0
OR5K1	0	0	0	0	0	0	0	0
OR5K2	0	0	0	0	0	0	0.148499	0
OR5K3	0	0	0	0	0	0	0	0
OR5K4	0	0	0	0	0	0	0	0
OR5L1	0	0	0	0	0	0	0	0
OR5L2	0	0	0	0	0	0	0	0
OR5M1	0	0	0	0	0	0	0	0
OR5M10	0	0	0	0	0	0	0	0
OR5M11	0	0	0	0	0	0	0	0
OR5M3	0	0	0	0	0	0	0	0
OR5M8	0	0	0	0	0	0	0	0
OR5M9	0	0	0	0	0	0	0	0
OR5P2	0	0	0	0	0	0	0	0
OR5P3	0	0	0	0	0	0	0	0
OR5R1	0	0	0	0	0	0	0	0
OR5T1	0	0	0	0	0	0	0	0
OR5T2	0	0.0553089	0.169001	0.0950468	0	0	0	0.0646396
OR5T3	0	0	0	0	0	0	0	0
OR5V1	0	0	0	0	0	0	0	0
OR5W2	0	0	0	0	0	0	0	0
OR6A2	0	0	0	0	0	0	0	0
OR6B1	0	0	0	0.0179246	0	0	0	0.0120595
OR6B2	0	0	0	0	0	0	0	0
OR6B3	0	0	0	0	0	0	0	0
OR6C1	0	0	0	0	0	0	0	0
OR6C2	0	0	0	0	0	0	0	0
OR6C3	0	0	0	0	0	0	0	0
OR6C4	0.056829	0.0642907	0.0727057	0.0444542	0.0964795	0.174949	0.108172	0.0277716
OR6C6	0	0	0.119849	0	0	0	0	0
OR6C65	0	0	0	0	0	0	0	0
OR6C68	0	0	0	0	0	0	0	0
OR6C70	0	0	0	0	0	0	0	0
OR6C74	0	0	0	0	0	0	0	0
OR6C75	0	0	0	0	0	0	0	0
OR6C76	0	0	0	0	0	0	0	0
OR6F1	0	0	0	0	0	0	0	0
OR6J1	0.254137	0.301057	0.197328	0.445358	0.0626283	0.29946	0.250598	0.243014
OR6K2	0	0	0	0	0	0	0	0
OR6K3	0	0.188542	0	0.111232	0	0.0974649	0.0787547	0.154296
OR6K6	0	0	0	0	0	0	0	0
OR6M1	0	0	0	0	0	0	0	0
OR6N1	0	0	0	0	0	0	0	0
OR6N2	0	0	0	0	0	0	0	0
OR6P1	0	0	0	0	0	0	0	0
OR6Q1	0	0	0	0	0	0	0	0
OR6S1	0	0	0	0	0	0	0	0
OR6T1	0	0	0	0	0	0	0	0
OR6V1	0	0	0	0	0	0	0	0
OR6X1	0	0	0	0	0	0	0	0
OR6Y1	0.213702	0.180172	0.242762	0.250191	0.215823	0.384537	0.349915	0.0945383
OR7A10	0	0	0	0	0	0	0	0
OR7A17	0.2986224	0.224107	0.104176	0.221504	0.0727131	0.0804877	0.15422	0.0469415
OR7A5	0.0677	0.0255473	0.0388691	0.0218539	0.114544	0	0	0
OR7C1	0.110439	0.0493479814	0.1222754095	0.106391	0.0838435	0.0600335	0.103846	0.182814
OR7C2	0	0	0	0	0	0	0	0
OR7D2	0.0699262	0.134331	0.190654	0.295656	0.114348	0.0806466	0.101816	0.150338
OR7D4	0.2098494	0.0447952	0	0.0771948	0.0483526	0	0.062547	0.2120037
OR7E24	0	0	0	0	0	0	0	0
OR7G1	0	0	0	0	0	0	0	0
OR7G2	0	0.228473	0.447342	0.0362819	0.164303	0.178848	0.14899	0.136563
OR7G3	0	0	0	0	0	0	0	0
OR8A1	0.0547381	0.0374326	0.113159	0.0699752	0.0835598	0.0870191	0	0.0442705
OR8B12	0	0	0	0	0	0	0	0
OR8B2	0	0	0	0	0	0	0	0
OR8B3	0	0	0	0	0	0	0	0
OR8B4	0	0	0	0	0	0	0	0
OR8B8	0	0.0276461	0.0431622	0.149146	0	0.0428347	0.101286	0
OR8D1	0.0838462	0.0253369	0.05772	0	0	0.0392632	0	0
OR8D2	0	0	0	0	0	0	0	0
OR8D4	0.0689277	0	0	0	0	0.0590403	0	0
OR8G1	0	0	0	0.0361105	0	0.0654513	0.0257846	0.0246425
OR8G5	0	0	0	0	0	0	0	0
OR8H1	0	0.0918328	0	0.0323286	0	0	0.0461178	0
OR8H2	0	0.0355626	0.05418378	0	0.1596669	0.05509327	0.0434633	0.2074423
OR8H3	0	0	0	0	0	0	0	0
OR8I2	0	0	0	0	0	0	0	0
OR8J1	0	0	0	0	0	0	0	0
OR8J3	0	0.0284625	0	0	0	0	0	0.0331878
OR8K1	0	0	0	0	0	0	0	0
OR8K3	0	0	0	0	0	0	0	0
OR8K5	0	0	0	0	0	0	0	0
OR8S1	0	0.140864	0	0	0	0.43584	0	0
OR8U1	0	0	0	0	0	0	0	0
OR9A2	0	0	0	0	0	0	0	0
OR9A4	0	0	0	0	0	0	0	0
OR9G1	0	0	0	0	0	0	0	0
OR9G4	0	0	0	0	0	0	0	0
OR9I1	0	0	0	0	0	0	0	0
OR9K2	0	0	0	0	0	0	0	0
OR9Q1	0	0	0.0825778	0	0	0	0	0
OR9Q2	0	0	0	0	0	0	0	0
ORAI1	16.2569	10.2183	12.4289	12.2474	10.0847	13.3085	12.7059	10.7058
ORAI2	11.0014260025833	9.356427014964	7.22708307	7.948181112	12.96467951	9.9477667241097	10.113597238	8.5732404
ORAI3	14.231606	17.65219	14.73073	14.38749	15.55887	13.811067	10.524949	11.9895
ORC1	15.11703	16.3549	18.17366	13.9297	22.985700198071	16.37299	20.3708000008264	18.77771
ORC2	18.80273	26.54272	24.299	22.09431	28.4003	23.12201	23.22834	25.49661
ORC3	17.9722	24.166807	22.60151	21.647346	21.30918	20.1251	21.57971	24.672214
ORC4	20.5735107653617	26.539968	23.469710251496	26.556751203204	32.35183	25.9791612954	31.6098400015229	28.3845301483178
ORC5	13.0783	15.733783	11.254915	13.534963	15.502792	16.110144	16.269057	16.426906
ORC6	19.9381	17.231475	18.581693	15.86792	16.4776	20.69317	19.8367	18.452031
ORM1	549.395	564.533	572.929	562.488	535.647	492.566	563.227	558.698
ORM2	368.26	385.909	383.406	382.905	363.538	321.347	400.738	381.173
ORMDL1	50.93762	57.54385	53.12978	56.80006	52.29843	55.89758	53.08247	64.556355
ORMDL2	22.80144	23.5612	24.7818	21.96488	34.36094	25.25457	23.88498	27.83374
ORMDL3	100.09182	117.744464	100.482985	109.944033	90.768751	91.657725	79.5212583	86.274738
OS9	96.338779	87.0779061	103.81289	97.9600039	91.84447	90.0114144696	90.0499	82.648885
OSBP	17.285	21.1928	20.0811	18.5746	20.0992	19.2016	16.7917	17.3217
OSBP2	1.203467	1.186278	1.4156673	0.8012123	1.35128	2.135682	0.9574107	1.239977618
OSBPL10	12.181631	17.645001	13.34232	16.03896	16.853405	17.164117	15.362031	19.541326
OSBPL11	8.89048	8.63783	9.38742	9.58842	9.33656	8.24503	9.8896	9.64878
OSBPL1A	0.0820502	0.306649	0	0	0	0.237157	0.2456364	0.0434825
OSBPL2	27.111198	26.77499832032	33.64964506	24.607123	26.046884	23.8840540008805	33.3717565	31.2572893963
OSBPL3	12.482791774	13.42230491	10.921634	11.877286	14.8466031	12.02536	16.0322	11.995101
OSBPL5	0	0.0838245	0	0	0	0.104323	0	0
OSBPL6	0.013141	0.03670711	0.0301882	0.0438196	0.0824156	0.0307781	0.0242227	0.0115572
OSBPL7	1.23035	1.4203975233	1.41372	1.760798	1.32946235	1.86768	1.40546	1.65308
OSBPL8	15.99664	20.6921	19.02303	18.772483	17.89754	20.35605	17.64792	20.830769
OSBPL9	73.350156	70.8457023994	79.5996061	70.4053640897	72.3338200085544	72.177797	77.9638124	85.57429886
OSCAR	1.2440180166408	0.7573418	1.90681	0.890444	0	0.86952534	0.4251368098	0.462932
OSCP1	0.721929	0	0.861575	0.323439	2.537361	0	0.430747	1.505899
OSER1	35.77063	38.44934	39.49529	38.07948	36.76741	37.00502	32.5602	40.8785
OSGEP	13.0653	10.9907	11.1262	12.4792	11.54	12.583	13.7919	9.97541
OSGEPL1	5.809817	4.38757	3.025703	3.722021	3.490572	5.880415	4.147116	5.631039
OSGIN1	30.004622	19.90717	24.85751	17.68766	26.78038	15.99934	28.48072	14.97402
OSGIN2	7.93519	10.62832	7.70622	8.743533	9.37674	7.67845	9.922927	9.11243
OSM	0	0	0.200623	0	0	0	0	0
OSMR	35.38374	33.59943	36.17128	35.50585	30.70765	36.29408	33.8332	33.8814
OSR1	1.42265	1.11108	1.43037	1.27061	1.35315	0.0444831	1.72679	1.19587
OSR2	0.446261	0.47937922	1.254957	0.566937	1.40871	0.741425	1.054168	0.598403
OST4	443.4828	395.77908	379.90512	420.8847	364.60311	377.51989	377.87822	376.80707
OSTC	165.38374	185.61243	177.980778	176.18237	143.977151	175.43415	161.49628	197.91982
OSTF1	27.7067	31.6231	33.2292	33.3954	31.1712	27.1961	30.3002	33.7206
OSTM1	9.13397	11.53536	6.79077813	11.5011	8.26949	6.493171	9.57581	10.51664
OSTN	0	0	0	0	0	0	0	0
OTC	0	0	0	0	0	0	0	0
OTOA	0	0	0	0	0	0	0	0
